OTAZKA;A;B;C;D;Spravna odpoved;Vysvetleni
When selecting package location source in Central Deployment, what does Automatic mean?;Always use the Management database export file;Always download only from the Gateway and ignore the repository;Always upload from the administrator workstation directly to each Gateway;Use the repository if the package is available, otherwise use Check Point Cloud;D;The package location source options are Automatic, Gateway and Management. Automatic uses the Package Repository if the package is available, otherwise it uses Check Point Cloud. Gateway downloads from Cloud and Management uses the Package Repository.
After installing a Hotfix or Upgrade with Central Deployment, which extra policy action is required if Threat Prevention policy is used?;Run Pre-Upgrade Verifier on the Management database;Delete all IPSec SAs with vpn tu;Install Threat Prevention policy after the installation is completed;Create a Network Feed object;C;The course notes that if Threat Prevention policy is used, it must be installed after the Central Deployment installation is completed. This is easy to miss because the software installation itself may have succeeded.
What is the Central Deployment Tool, CDT, in the course material?;An automation utility installed on the Security Management Server and run from Expert mode;A SmartConsole view used only for Compliance dashboards;A VPN tunnel utility used to list IKE SAs;A Gaia Portal wizard for the first ElasticXL member;A;CDT is installed on the Security Management Server and run from Expert mode. It automates upgrades across large environments and can also take snapshots, run scripts, push or pull files and automate RMA backup or restore.
Which sequence best describes CDT operation at a high level?;Approve SmartEvent fingerprint, create an Offline Job, run a Compliance report;Export the Management database, create mdss.json, import database, disconnect old server;Validate Gateway state, prepare Access Control Policy and Gateway object changes, execute deployment plan including scripts and CPUSE package operations, validate policy and state again;Enable IPSec VPN, create a Mesh community, configure shared secret, run vpn tu;C;CDT validates required processes, prepares Access Control Policy for the Gateway by changing version and configuration, executes a deployment plan including pre scripts, CPUSE update and package push or install, validates policy installation, runs post scripts and validates state again.
Which best-practice upgrade order is emphasized for management and logging components?;Upgrade the Primary Security Management Server before dedicated Log or SmartEvent Servers;Upgrade all dedicated Log Servers before the Primary Management Server;Upgrade Secondary Management Servers first because they are read-only;Upgrade only Security Gateways and leave Management on the old release;A;The upgrade guidance says to upgrade Primary Security Management Servers before dedicated Log or SmartEvent Servers. Module 6 adds that the Primary Management Server should be upgraded before a Management HA Server or dedicated Log or SmartEvent Servers.
When would an Advanced Upgrade with migration be preferred over a simple in-place CPUSE upgrade?;When only installing Event Policy;When only deleting existing IPSec SAs;When only changing a Network Feed update interval;When doing a fresh deployment of the new version or replacing the device and manually exporting and importing the Management database;D;CPUSE in-place upgrades automatically handle the database conversion. Advanced Upgrade is used for a fresh installation, new appliance or device replacement where the Management database must be exported and imported manually.
Before exporting a Management database for an Advanced Upgrade, why must pending SmartConsole changes be published?;The export reads directly from unpublished administrator sessions;The export includes only the current database revision;The export fails if any policy has comments;The export includes only unpublished sessions by design;B;The export procedure exports the current database revision. Unpublished changes are not part of that revision, so they must be published before the export if they need to be migrated.
Which command correctly runs the Pre-Upgrade Verifier for a connected Security Management Server targeting R82?;fw fetch localhost;./migrate_server export -v R82 -l -x;./migrate_server verify -v R82;show cluster info policy;C;From $FWDIR/scripts in Expert mode, a connected server uses ./migrate_server verify -v R82. If the server is not connected to the Internet, the command adds -skip_upgrade_tools_check.
A Security Management Server has no Internet access during database export. Which option is added to migrate_server commands to bypass the Upgrade Tools online check?;-force_collision_mode;-skip_upgrade_tools_check;-sync_peer_full;-use_gateway_proxy;B;For disconnected systems, the course adds -skip_upgrade_tools_check to the verify, export or import commands as needed. This is not a generic force option, it is specific to the upgrade tools check.
By default, what is not included in a migrate_server export or import, and what options are used to include them?;Objects and policies are not included by default, use -o and -p;Logs and log indexes are not included by default, use -l and -x respectively;Certificates are not included by default, use -c and -k;Administrators are not included by default, use -a and -u;B;The course states that logs and log indexes are not included by default. Use -l to include logs and -x to include indexes. Including them requires more space and increases export and import time.
After copying an exported .txz database file to a new Management Server, what integrity step is required before import?;Install Event Policy from SmartEvent;Run vpn tu and delete all IPSec SAs;Calculate md5sum on the transferred file and compare it to the hash calculated on the original server;Enable Merge manual proxy ARP configuration;C;The course requires calculating the md5sum hash of the export file and comparing it after transfer. It also notes that transfer should be done in binary mode to avoid corruption.
When is /var/log/mdss.json required during Management database import?;When the target Management Server has a different IP address than the source, or any Log or SmartEvent Server in the environment has a different IP;For every import, even when all IP addresses remain identical;Only when importing logs but not indexes;Only when using IKEv2 with IPv6;A;The JSON configuration file is required if the target Security Management Server IP differs from the source, or if any Log or SmartEvent Server IP changes. If no servers changed IP addresses, the special JSON file is not needed.
What important side effect occurs when running migrate_server import?;The command automatically sets every Management HA peer to Active;The command automatically restarts Check Point services by running cpstop and cpstart;The command automatically deletes old licenses and installs new ones;The command automatically creates VPN communities;B;The import command restarts Check Point services automatically with cpstop and cpstart. Administrators must plan for this service impact during migration.
Which statement correctly describes ElasticXL scale limits in R82 according to the course?;ElasticXL supports exactly two Members total and no second site;ElasticXL supports unlimited Members per site as long as gClish is enabled;ElasticXL is supported only before R82 and replaces SmartEvent;ElasticXL requires R82 or higher and supports up to three Members per site with a maximum of two sites;D;ElasticXL Cluster is introduced for Release 82 and higher. The course states it can support three Members per site and up to two sites, for a maximum of six potential Security Gateways.
What is the Single Management Object, SMO, in an ElasticXL Cluster?;A VPN community used for Center and Satellite routing;A dedicated Log Server that stores all ElasticXL reports;A Secondary Management Server used only for Management HA;A Security Gateway object in SmartConsole that provides one management IP for communication and policy installation for the whole ElasticXL Cluster;D;The SMO represents the ElasticXL Cluster in SmartConsole. It provides a single management IP for management communication and policy installation, and defines the security features deployed on the ElasticXL Cluster.
In an ElasticXL Cluster, how does the Management Server communicate with cluster members for configuration and policy changes?;It must communicate separately with every Member before each policy installation;It communicates only with the SMO;It communicates only with the hidden Sync interface;It communicates through the VPN community center Gateway;B;The course says the Management Server communicates only with the SMO for configuration and policy changes. The SMO accepts all traffic and distributes it among other Members on the same site.
What is gClish used for in an ElasticXL Cluster?;Editing SmartEvent Event Policy;Running migrate_server export for Management database migration;Managing and monitoring the entire ElasticXL Cluster with commands that affect all Members collectively;Creating LDAP Group objects;C;Global Clish, or gClish, is a specialized shell for cluster-wide operations. Commands executed there affect all ElasticXL Cluster Members collectively, avoiding the need to connect to each Member individually.
Which interface mapping is accurate for ElasticXL Cluster Members?;External is hidden in SmartConsole and receives a 192.0.2.0/24 address;Management is always eth0 without bonding, Sync is visible in SmartConsole, and Internal uses the Management IP;There is no dedicated Sync interface because ElasticXL uses only policy installation;Management is a bonded interface represented by magg1, Sync is a hidden bonded interface with an automatically assigned 192.0.2.0/24 address, and Internal and External are data interfaces;D;ElasticXL requires at least four interfaces per Member. Management traffic uses the bonded magg1 interface. Synchronization uses a hidden bonded Sync interface with an automatic 192.0.2.0/24 address. Internal and External are data interfaces with unicast MAC addresses.
During ElasticXL deployment, which appliance must run the First Time Configuration Wizard?;Only the first Gateway appliance that becomes the SMO;Every new Member before it can be added;Only the Security Management Server;No appliance because ElasticXL forbids First Time Configuration Wizard;A;ElasticXL simplifies deployment by configuring the first Gateway appliance as the SMO. The First Time Configuration Wizard is run only once and only on the SMO. New Members need Gaia installed and physical connectivity to the same networks, then they can be added from Pending Gateways.
After the ElasticXL SMO First Time Configuration Wizard completes, why might Internal, External or DMZ interfaces still need work?;The wizard intentionally deletes all data interfaces;The wizard configures only the Management and Sync interfaces, so other interfaces must be configured afterward;The wizard configures only VPN communities;The wizard configures only SmartEvent and Compliance blades;B;The course notes that the First Time Configuration Wizard only configures the Management interface and the Sync interface. Other interfaces such as Internal, External and DMZ must be configured after the initial configuration.
A new ElasticXL appliance is connected to the same networks and powered on. What is the expected way to add it to the cluster?;Select it from Pending Gateways on the SMO or Cluster Management and add it to the ElasticXL Cluster;Run First Time Configuration Wizard on the new appliance and create a separate ClusterXL object;Export the SMO database and import it onto the new appliance manually;Create a Manual NAT rule for the new appliance management IP;A;New ElasticXL Members are automatically listed for the SMO when they have Gaia installed and physical connectivity. The administrator adds them through Pending Gateways, after which configuration is replicated and provisioning completes.
After adding an ElasticXL Member, what happens to software packages, settings and security policies?;They are imported through SmartEvent Offline Jobs;They must be manually copied with SFTP from each existing Member;They automatically clone from the SMO to the new Member;They are created only after Management HA manual sync;C;ElasticXL Members automatically clone software packages, settings and security policies from the SMO. This automatic cloning is a major operational difference from traditional per-member configuration workflows.
