"OTAZKA";"A";"B";"C";"D";"Spravna odpoved";"Vysvetleni"
"An administrator is about to export the Management Database. Another administrator has unpublished changes in SmartConsole. What should happen before export?";"Publish the changes if they must be included, because the export includes the current database revision and unpublished changes are not exported.";"Leave them unpublished because migrate_server export includes all draft sessions.";"Export immediately because unpublished changes are safer than published changes.";"Run cpstop on all gateways so unpublished changes become committed.";"A";"The material notes that the procedure exports the current database revision. Unpublished changes must be published before export if they need to be included."
"Before exporting a Management Database for an R82 advanced upgrade, which command should be run to verify that the database can be upgraded?";"show cluster info policy";"./migrate_server verify -v R82";"dynamic_objects -o add";"fw fetch localhost";"B";"The Pre-Upgrade Verifier is run from $FWDIR/scripts using ./migrate_server verify -v R82. If the server is offline, -skip_upgrade_tools_check can be added."
"The source Security Management Server has no Internet connectivity when running migrate_server verify or export. Which option is specifically mentioned for this scenario?";"-use_vti_only";"-sync_peer_auto";"-skip_upgrade_tools_check";"-aggressive_mode";"C";"For a Security Management Server not connected to the Internet, the migrate_server verify, export or import commands can use the -skip_upgrade_tools_check option."
"After migrate_server export creates the .txz file, why should md5sum be calculated and compared after transfer?";"To enable automatic Proxy ARP merging.";"To convert the database to a Modern Dump format.";"To create a VPN shared secret for the new Management Server.";"To verify that the exported database file was not corrupted during transfer.";"D";"The material instructs administrators to calculate the md5sum hash of the exported database file and compare it after transfer to verify file integrity."
"A migration plan transfers the exported .txz file through an external file server. Which transfer mode is emphasized in the best practices?";"Binary mode";"Read Only mode";"ASCII mode";"Aggressive Mode";"A";"When transferring exported Management Database files, the best practice is to transfer the files in binary mode and verify they are not corrupted."
"By default, what is excluded from the migrate_server export file unless additional options are used?";"Certificates and server settings";"Logs and log indexes";"Administrators and permissions";"Objects and policies";"B";"By default, logs and log indexes are not included in the export file. The -l and -x options can be used to include logs and indexes respectively, but this requires more space and time."
"During import of a Management Database, the administrator is surprised that Check Point services are restarted. Which statement is correct?";"Only SmartEvent services restart, while Management services continue uninterrupted.";"migrate_server import automatically restarts Check Point services by running cpstop and cpstart.";"migrate_server import never restarts services and requires manual reboot only.";"Services restart only when using fw fetch localhost.";"B";"The course material states that the migrate_server import command automatically restarts Check Point services by running cpstop and cpstart."
"The target R82 Management Server will have a different IP address than the source server. What must be prepared before importing the database?";"A VPN Star Community where the old server is the center.";"A special JSON configuration file, such as /var/log/mdss.json, mapping the server object name to the new IP address.";"A manual NAT rule that translates the new IP back to the old IP only during import.";"A Network Feed that contains the old and new management IP addresses.";"B";"If the target Security Management Server or other Log or SmartEvent servers in the environment have different IP addresses, a special JSON configuration file must be created before importing the Management Database."
"In an advanced upgrade where multiple Management, Log or SmartEvent servers change IP addresses, how should the JSON configuration file be handled?";"Do not use JSON files if more than one server changes IP address.";"Create a different JSON file on each server with only that server's local IP.";"Use JSON only on Security Gateways, not on Management or Log Servers.";"Use the same JSON configuration file on all servers in the same Security Management environment.";"D";"The material states that the same JSON configuration file must be used on all servers, including Log and SmartEvent Servers, in the same Security Management environment."
"When migrating to new Management Server hardware, what physical or network step is recommended after the migration is complete?";"Reboot all VPN peers and clear IKE Phase I manually.";"Disconnect the old Management Server from the network, then connect the new Management Server.";"Keep both servers connected as Active Management Servers indefinitely.";"Disable SIC on all gateways and delete the old server object first.";"B";"Best practices state that after migration to new hardware, disconnect the old Management Server from the network and then connect the new Management Server."
"Which three-part structure best describes an Advanced Upgrade of Management Servers in the module?";"Run asg stat, add members, then mark Compliance exceptions.";"Configure NAT policy, configure Proxy ARP, then configure Compliance reports.";"Create VPN community, enable Encrypted Traffic, then configure Link Selection.";"Plan and prepare for Advanced Upgrade, deploy new Management Server and migrate database, then update the environment using SmartConsole.";"D";"The Advanced Upgrade workflow is divided into planning and preparation, deploying the new Management Server and migrating the database, and updating the environment using SmartConsole."
"A customer is considering replacing ClusterXL because traffic growth is causing performance degradation. They want horizontal scaling with multiple security gateways under one logical cluster object. Which R82 feature matches this direction?";"ElasticXL Cluster";"SmartEvent Offline Jobs";"LDAP Group objects";"Management HA";"A";"ElasticXL Cluster is an R82 and higher alternative to ClusterXL based on a scalable platform model where gateways scale horizontally to meet increased demand."
"What is the maximum ElasticXL scale described in the module for the current supported topology?";"Eight members per site with unlimited sites.";"Three members per site with a maximum of two sites, for six potential Security Gateways total.";"One SMO and one standby management server only.";"Two members total across all sites.";"B";"The module states that ElasticXL can scale up to three nodes per site with two possible sites, giving a total of six potential Security Gateways."
"During ElasticXL deployment, the first appliance is fully configured and becomes the component that represents and manages the entire cluster. What is this component called?";"Correlation Unit";"SMO";"CPTA";"LDAP Account Unit";"B";"The first ElasticXL Security Gateway appliance becomes the SMO. The entire ElasticXL Cluster is represented by one SMO."
"An engineer is adding a second appliance to an ElasticXL Cluster. Gaia is installed and the appliance is physically connected to the same networks. Does the First Time Configuration Wizard need to be run on the new member?";"No. The First Time Configuration Wizard is run only on the SMO, and new members clone configuration from it.";"Yes. Every ElasticXL member must run a full First Time Configuration Wizard independently.";"No, because ElasticXL members do not run Gaia.";"Yes, but only to configure SmartEvent settings.";"A";"ElasticXL deployment performs the full configuration once on the first gateway, the SMO. Other members need Gaia installed and physical connectivity, but it is not necessary to run the First Time Configuration Wizard."
"A new ElasticXL member is selected from the pending gateways list and added to the cluster. What should happen to software packages, settings and security policies?";"They are negotiated through IKEv1 Phase II Quick Mode.";"They are automatically cloned from the SMO to the new member.";"They are fetched from the SmartEvent Server through Offline Jobs.";"They must be manually exported with migrate_server export.";"B";"New ElasticXL members automatically clone software packages, settings and security policies from the SMO."
"An administrator wants to run operating system commands across all ElasticXL Cluster members without logging in to each member separately. Which shell is designed for that?";"SmartEvent GUI client";"gClish";"CPUSE Repository shell";"Expert mode only on each member";"B";"Global Clish, or gClish, is a specialized shell used to manage and monitor the entire ElasticXL Cluster. Commands executed there affect all cluster members collectively."
"Which minimum interface set is required on each ElasticXL Cluster member according to the module?";"One loopback interface and one VPN Tunnel Interface";"Management, Sync, Internal and External interfaces";"Only Management and External interfaces";"Only Sync and Internal interfaces";"B";"ElasticXL requires at least four interfaces on each member: Management, Sync, Internal and External."
"Which description of the ElasticXL Sync interface is correct?";"It is a dedicated hidden bonded interface in SmartConsole, with an automatically assigned IP from 192.0.2.0/24.";"It is a VPN Tunnel Interface created for every peer gateway.";"It is the public external interface and must use the gateway main IP address.";"It is configured only on the Security Management Server, not on members.";"A";"The Sync interface is a dedicated synchronization interface, a hidden bond in SmartConsole, with an automatically assigned address from 192.0.2.0/24."
"A support engineer wants to identify which ElasticXL member is handling each task and use that information to identify the SMO. Which command is useful?";"fw fetch <Management address>";"asg stat -i tasks";"cp_conf finger get";"migrate_server verify -v R82";"B";"The module lists asg stat -i tasks as showing which member is handling each task, useful for identifying the SMO."
"Which ElasticXL deployment prerequisite or best practice is correctly stated?";"Deploy ElasticXL on any pre-R82 gateway as long as ClusterXL is already enabled.";"Use SmartEvent reports instead of asg stat or asg monitor to check cluster health.";"Run First Time Configuration Wizard on every member and disable auto-clone before adding members.";"Use an appliance that supports R82 ElasticXL, start from a factory image, use gClish for cluster-wide commands and keep members updated with recommended Jumbo HFAs.";"D";"ElasticXL best practices include using supported R82 ElasticXL appliances, factory image before deployment, gClish for cluster-wide OS commands, monitoring with asg tools and keeping members updated with recommended Jumbo Hotfix Accumulators."
